,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
9062,EK92,SH-3.12,JAB1.9,M-16.16,Histiocytoses of uncertain malignant potential
9063,,ED-6,BQC1.1,JA,Cutaneous markers of internal disorders
9064,,ED,BUB1.2,M-11,Cutaneous markers of internal malignancy
9065,EL10,ED,NBC1.4,JA,Paraneoplastic syndromes involving skin
9066,EL1Y,ED,BUB1.2,M-11,Other specified cutaneous markers of internal malignancy
9067,EL3Y,ED-6,MDC1.4,JA,Other specified cutaneous markers of internal disorders
9068,,SS-3.1,BSA1.3,JA,Postprocedural disorders of the skin
9069,EL50,O-33,BUB1.4,J-10,Unsatisfactory surgical scar of skin
9070,EL50.0,SP70 (EE-4.4),MDC1.4,J-10,Keloidal surgical scar
9071,EL50.1,ABC-7,BUB1.4,B-59.4,Hypertrophic surgical scar
9072,EL50.2,SW-6,BUB1.4,O-465,Atrophic surgical scar
9073,EL50.3,SN06 (EE-3.14),MDC1.4,O-465,Expanded surgical scar
9074,EL50.Z,O-33,BUB1.4,J-10,"Unsatisfactory surgical scar of skin, unspecified"
9075,EL51,LB-8,NBA1.2,B-59.4,Cutaneous flap necrosis
9076,EL52,EB-11.8,NAB1.12,B-59.4,Myocutaneous flap necrosis
9077,EL53,SS-3.1,BWB1.2,L-15.1,Skin graft failure
9078,EL54,VF-3,SBC2.6,L-15.33,Composite graft failure
9079,,AAE-7,RCB1.4,M-29.4,Adverse cutaneous effects of therapeutic ionizing irradiation
9080,EL60,ED-13.1,SAL1.1,M-29.4,Acute radiodermatitis following radiotherapy
9081,EL61,,TAA1.4,M-29.4,Chronic radiodermatitis following radiotherapy
9082,EL63,AAE-7,BIA1.10,M-29.4,Radionecrosis of skin due to therapeutic ionizing irradiation
9083,,ED,BSA1.3,JA,Complications of cutaneous cosmetic procedures
9084,EL73,SN49(ED-4.4),BSA1.3,O-459,Unsatisfactory outcome from cutaneous cosmetic surgical procedure
9085,EL73.0,EK-3.12,HAC1.3,C-71,Adverse reaction to dermal or deep fillers
9086,EL73.1,SM3E(EB-10.11),YF38,O-23.2,Adverse reaction to chemical peel
9087,EL73.2,PE-1.11,TIB1.2,A-36.27,Adverse reaction to injection of neurotoxin
9088,EL73.3,VF-3,HCC1.4,O-445,Unsatisfactory outcome from cosmetic laser surgery
9089,EL73.4,SN49(ED-4.4),HBC1.1,I-3,Hypomelanosis resulting from cosmetic procedure
9090,EL73.5,SK6K (HB-12),BQC1.1,B-31,Dyspigmentation resulting from cosmetic procedure
9091,EL73.6,ED-5.7,BWB1.4,J-10,Fibrosis or scarring following cosmetic procedure
9092,EL80,PE-4.33,BSA1.3,J-54.1,Adverse cutaneous effects of diagnostic procedures
9093,EM0Y,ED,TAB1.3,JA,Other specified diseases of the skin
9094,EM0Z,EC-8,BTB1.2,JA,Skin disease of unspecified nature
9095,,LA-1.5,CAA1.4,O-22.1.4,Diseases of the musculoskeletal system or connective tissue
9096,,AAE-12,CAA1.4,K-29,Arthropathies
9097,,LA-1.2,CAA1.4,L-9,Osteoarthritis
9098,FA00,SP12(AAE-16),SBC3.1,L-5,Osteoarthritis of hip
9099,FA00.0,LA-1.5,SBC3.1,L-5,Primary osteoarthritis of hip
9100,FA00.1,SP12(AAE-16),SBC3.1,L-5,Post traumatic osteoarthritis of hip
9101,FA00.2,SP12(AAE-16),SBC3.1,L-5,Other secondary osteoarthritis of hip
9102,FA00.Z,LA-1.4,SBC3.1,L-5,"Osteoarthritis of hip, unspecified"
9103,FA01,LA-1.2,SBB3.4,L-17,Osteoarthritis of knee
9104,FA01.0,LA-1.2,SBB3.4,L-4.5,Primary osteoarthritis of knee
9105,FA01.1,LA-1.2,SBB3.4,L-16.4,Post traumatic osteoarthritis of knee
9106,FA01.2,LD-7,SBB3.4,L-16.4,Other secondary osteoarthritis of knee
9107,FA01.Z,LA-1.2,SBB3.4,L-16,"Osteoarthritis of knee, unspecified"
9108,FA02,LD-1.12,SBA4.4,L-15.36,Osteoarthritis of wrist or hand
9109,FA02.0,LD-1.12,SAN1.2,L-15.36,Primary osteoarthritis of wrist or hand
9110,FA02.1,LD-1.12,SAO1.1,L-15.36,Post traumatic osteoarthritis of wrist or hand
9111,FA02.2,LD-1.12,SBA4.4,L-15.36,Other secondary osteoarthritis of wrist or hand
9112,FA02.Z,LD-1.12,SBA4.4,L-15.36,"Osteoarthritis of wrist or hand, unspecified"
9113,FA03,LA-1.5,CAA1.4,L-9,Osteoarthritis of other specified joint
9114,FA03.0,LA-1.5,CAA1.4,L-9,Primary osteoarthritis of other specified joint
9115,FA03.1,LA-1.2,SBC3.5,L-9,Post traumatic osteoarthritis of other specified joint
9116,FA03.2,LA-1.5,CAA1.4,L-9,Other secondary osteoarthritis of other specified joint
9117,FA03.Z,LA-1.2,CAA1.4,L-4.5,"Osteoarthritis of other specified joint, unspecified"
9118,FA04,ED-11.2,YB1,K-29,Oligoosteoarthritis
9119,FA05,SI-1.8,CAA1.4,K-29,Polyosteoarthritis
9120,FA0Z,LA-1.2,CAA1.4,L-16,"Osteoarthritis, unspecified"
9121,,ED-13.1,EFA1.2,K-29,Infection related arthropathies
9122,FA10,LA-1.4,CAA1.2,L-16.4,Direct infections of joint
9123,FA10.0,LA-1.4,CAA1.2,L-16.4,Bacterial infection of joint
9124,FA10.1,LA-1.4,CAB1.3,L-16.4,Viral infection of joint
9125,FA10.2,ED-11.2,Z6,L-16,Fungal infection of joint
9126,FA10.Z,SM01 (ED-13),CAA1.2,L-16.4,"Direct infections of joint, unspecified"
9127,FA11,PC-10.11,CAA1.4,K-29,Reactive arthropathies
9128,FA11.0,SI-3.4.5,SBC3.1,FE,Arthropathy following intestinal bypass
9129,FA11.1,SH-3.12,SAL1.1,K-29,Arthropathy following vaccination
9130,FA11.2,PE-1.3.1.4,EFA1.2,K-29,Arthropathy following genitourinary infection
9131,FA11.Y,EC-6.4,CAA1.4,C-98.1,Other specified reactive arthropathies
9132,FA11.Z,PC-10.11,CAA1.4,K-29,"Reactive arthropathies, unspecified"
9133,FA12,SI-2.3.12,JAB1.9,K-29,Postinfectious arthropathies
9134,FA12.0,PE-6.9,Z$23,K-29,Bacterial postinfectious arthropathy
9135,FA12.1,PE-1.3.1.4,JAB1.9,K-29,Viral postinfectious arthropathies
9136,FA12.2,ED-6.7.5,BDB1.1,K-29,Fungal postinfectious arthropathies
9137,FA12.3,ED-14,WAB1.12,K-29,Parasitic postinfectious arthropathies
9138,FA12.Y,EM-2.9,WBC1.5,K-29,Other specified postinfectious arthropathies
9139,FA12.Z,SI-2.3.12,Z$23,K-29,"Postinfectious arthropathies, unspecified"
9140,FA13,ED-11.2,CAA1.2,FD,Infectious spondyloarthritis
9141,FA1Y,AAA-2.4,RRA1.1,K-29,Other specified infection related arthropathies
9142,FA1Z,AAA-2.4,WBC1.5,K-29,"Infection related arthropathies, unspecified"
9143,,ED-11.2,CAA1.4,JB,Inflammatory arthropathies
9144,FA20,ED-11.2,CAA1.2,L-3,Rheumatoid arthritis
9145,FA20.0,ED-11.2,CAA1.4,L-5,Seropositive rheumatoid arthritis
9146,FA20.1,ED-11.2,CAA1.2,K-29,Seronegative rheumatoid arthritis
9147,FA20.Z,ED-11.2,CAA1.4,K-29,"Rheumatoid arthritis, serology unspecified"
9148,FA21,ED-11.2,BDB1.1,K-29,Psoriatic arthritis
9149,FA21.0,ED-11.2,BDB1.1,L-3,Psoriatic spondyloarthritis
9150,FA21.Y,ED-11.2,BDB1.1,L-4.5,Other specified psoriatic arthritis
9151,FA21.Z,ED-11.2,BDB1.1,K-29,"Psoriatic arthritis, unspecified"
9152,FA22,LA-1.3,CAA1.2,M-46.3,Polymyalgia rheumatica
9153,FA23,EI-2.7.6,Z$23,HA,Adultonset Still disease
9154,FA24,ED-11.2,TAA1.5,K-29,Juvenile idiopathic arthritis
9155,FA24.0,ED-11.2,TAA1.5,K-29,Juvenile idiopathic oligoarthritis
9156,FA24.00,ED-11.2,TAA1.5,K-29,"Juvenile idiopathic oligoarthritis, onset persistent"
9157,FA24.01,ED-11.2,TAA1.5,K-29,"Juvenile idiopathic oligoarthritis, onset extended"
9158,FA24.0Z,ED-11.2,TAA1.5,K-29,"Juvenile idiopathic oligoarthritis, onset unspecified"
9159,FA24.1,ED-11.2,CAA1.4,K-29,Juvenile idiopathic polyarthritis
9160,FA24.2,ED-11.2,BDB1.1,K-29,Juvenile psoriatic arthritis
9161,FA24.3,LA-1.2,TAA1.4,L-4.5,Juvenile enthesitis related arthritis
9162,FA24.4,ED-11.2,CAA1.2,F-90.7,Juvenile systemic arthritis
9163,FA24.Y,LA-1.2,TAA1.5,L-4.5,Other specified juvenile idiopathic arthritis
9164,FA24.Z,LA-1.2,TAA1.5,K-29,"Juvenile idiopathic arthritis, unspecified"
9165,FA25,SI-3.3.1,Z#6,O-22.4.1.4,Gout
9166,FA25.0,SA-1,Z#6,O-22.4.1.4,Primary gout
9167,FA25.1,SM36(EB-7),Z#6,O-22.4.1.4,Secondary gout
9168,FA25.10,SI-3.3.1,Z#6,F-92.9,Leadinduced gout
9169,FA25.11,SI-3.3.1,RFB1.1,O-403,Druginduced gout
9170,FA25.12,ED-11.2,CAA1.4,O-22.4.1.4,Gouty arthropathy due to enzyme defects or other inherited disorders
9171,FA25.1Y,SM36(EB-7),Z#6,O-22.4.1.4,Other specified secondary gout
9172,FA25.1Z,SM36(EB-7),Z#6,O-22.4.1.4,"Secondary gout, unspecified"
9173,FA25.2,SM90 (EL-2.9),Z#6,O-22.4.1.4,Gout without specification whether primary or secondary
9174,FA25.20,SI-3.3.1,Z#6,O-22.4.1.4,Tophaceous gout
9175,FA25.2Y,SM90 (EL-2.9),Z#6,O-22.4.1.4,Other specified gout without specification whether primary or secondary
9176,FA25.2Z,U-9.2,Z#6,O-22.4.1.4,"Gout, unspecified"
9177,FA26,PC-10.11,SBA5.3,K-29,Certain specified crystal arthropathies
9178,FA26.0,K-15.1,YC1,CE,Calcium pyrophosphate dehydrate deposition disease
9179,FA26.1,PE-2.15,YB1,L-15.19,Hydroxyapatite deposition disease
9180,FA26.2,O-31,YB1,BK,Chondrocalcinosis
9181,FA26.Y,VD-5,SBA5.3,K-29,Other specified crystal arthropathies
9182,FA26.Z,PC-10.11,SBA5.2,K-29,"Crystal arthropathies, unspecified"
9183,FA27,ED-11.2,CAA1.4,K-29,Certain specified inflammatory arthropathies
9184,FA27.0,MC-3,TDC1.9,AC,KashinBeck disease
9185,FA27.1,PD-2,BTB1.2,J-63,Pigmented villonodular synovitis
9186,FA27.2,ED-11.2,CAC 1.2,L-4.3,Palindromic rheumatism
9187,FA27.3,PE-1.3.1.4,CAA1.2,J-63,Transient synovitis
9188,FA27.4,SI-1.8,CAA1.4,M-15.7,Intermittent hydrarthrosis
9189,FA27.Y,EC-6.4,CAA1.4,C-98.1,Other specified inflammatory arthropathies
9190,FA2Z,ED-11.2,CAA1.4,K-29,"Inflammatory arthropathies, unspecified"
9191,,LA-1.3,CAA1.4,L-16.4,Certain specified joint disorders or deformities of limbs
9192,FA30,O-31,SAN1.5,O-22.3.2.2,Acquired deformities of fingers or toes
9193,FA30.0,GF-20,YB3,D-17.8,Acquired hallux valgus
9194,FA30.1,VD-6,SBC4.1,O-22.4.2.1,Hallux rigidus
9195,FA30.2,ED-8.5.2(SP14),SBB5.2,JE,Acquired hammer toe
9196,FA30.Y,O-19.3,SAN1.5,O-22.3.2.1,Other specified acquired deformities of fingers or toes
9197,FA30.Z,O-31,SAN1.5,O-22.3.2.2,"Acquired deformities of fingers or toes, unspecified"
9198,FA31,SK21(AAC-30),SBA3.2.1,M-34,Other acquired deformities of limbs
9199,FA31.0,LH-2,Z4,L-10,"Valgus deformity, not elsewhere classified"
9200,FA31.1,SR52 (EE-1),SAC1.3,M-5.7,"Varus deformity, not elsewhere classified"
9201,FA31.2,LA-1.3,BSB1.1,L-10,Flexion deformity
9202,FA31.3,LD-1.12,SBA2.1,L-15.36,Acquired wrist drop
9203,FA31.4,ED-8.5.2(SP14),SBA2.1,J-60,Acquired foot drop
9204,FA31.5,EB-11.5,SBA5.4,I-46,Acquired pes planus
9205,FA31.6,LD-1.12,SAN1.2,F-90.7,Acquired clawhand or clubhand
9206,FA31.7,ED-8.5.2(SP14),SBA5.6,J-60,Acquired clawfoot or clubfoot
9207,FA31.8,SK21(AAC-30),CAA1.4,M-28,Acquired unequal limb length
9208,FA31.Y,SK21(AAC-30),SBA3.2.1,M-28,Other specified acquired deformities of limbs
9209,FA31.Z,SK-3.12,SBA3.2.1,M-28,"Acquired deformities of limbs, unspecified"
9210,FA32,AAE-14,SBB3.3,P,Disorders of patella
9211,FA32.0,LA-5,SBB3.3,L-16.4,Recurrent instability of patella
9212,FA32.1,AAE-14,SBB3.3,L-15.19,Patellofemoral disorders
9213,FA32.Y,AAE-14,SBB3.3,P,Other specified disorders of patella
9214,FA32.Z,ED-8.3,SBB3.3,P,"Disorders of patella, unspecified"
9215,FA33,LA-1.4,SBB3.4,OD,Internal derangement of knee
9216,FA33.0,EI-5.6,YB1,H-12,Cystic meniscus
9217,FA33.1,SN0A (O-25),VAD1.2,H-12,Discoid meniscus
9218,FA33.2,LE-5,SBB3.4,L-16.7,Derangement of meniscus due to old tear or injury
9219,FA33.3,LE-7,SBB3.4,M-46.8,Loose body in knee
9220,FA33.4,SP12(AAE-16),SBB3.4,L-16.4,Chronic instability of knee
9221,FA33.40,SP41(AAC-20),SBB3.4,L-16.4,"Chronic instability of knee, medial collateral ligament or other or unspecified part of medial meniscus"
9222,FA33.4Y,SP12(AAE-16),SBB3.4,L-16.4,Other specified chronic instability of knee
9223,FA33.4Z,SP12(AAE-16),SBB3.4,L-16.4,"Chronic instability of knee, unspecified"
9224,FA33.Y,LA-1.4,SBB3.4,OD,Other specified internal derangement of knee
9225,FA33.Z,SI-3.4.6,SBB3.4,OD,"Internal derangement of knee, unspecified"
9226,FA34,SR5A(EB-14),SBA1.5.3,OD,Certain specified joint derangements
9227,FA34.0,ACC-9,SBA1.5.1,O-464,Loose body in joint
9228,FA34.1,ED-9.6,SBB3.4,L-16.4,Disorder of ligament
9229,FA34.2,SP12(AAE-16),SBA1.5.2,L-16.1,Recurrent instability of joint
9230,FA34.3,SP12(AAE-16),SBC3.5,L-9,Contracture of joint
9231,FA34.4,LA-1.4,CAA1.4,L-17,Ankylosis of joint
9232,FA34.5,LA-5,SBA1.5.2,L-5,Impingement syndrome of hip
9233,FA34.Y,SR59(EB-1),SBA1.5.3,OD,Other joint derangements
9234,FA35,SP12(AAE-16),SBA5.7,L-16,Wear of articular bearing surface of joint prosthesis
9235,FA35.0,SP12(AAE-16),SBC3.1,L-16,Wear of articular bearing surface of joint prosthesis of hip
9236,FA35.1,SP12(AAE-16),SBB3.4,L-16,Wear of articular bearing surface of joint prosthesis of knee
9237,FA35.2,SP12(AAE-16),SBA5.7,L-16,Wear of articular bearing surface of joint prosthesis of other joint
9238,FA35.Z,LA-1.3,SBA5.7,L-16,Wear of articular bearing surface of joint prosthesis of unspecified joint
9239,FA36,SP12(AAE-16),CAB1.1,L-17,Effusion of joint
9240,FA36.0,SM01 (ED-13),CAB1.1,L-17,Effusion of joint containing blood
9241,FA36.Y,SP12(AAE-16),CAB1.1,L-17,Other specified effusion of joint
9242,FA36.Z,SP12(AAE-16),CAB1.1,L-17,"Effusion of joint, unspecified"
9243,FA37,LA-1.3,CAA1.4,P,"Certain joint disorders, not elsewhere classified"
9244,FA37.0,SP00(AAC-6),SBA5.6,L-15.24,Osteophyte
9245,FA37.Y,LA-1.3,CAA1.4,P,"Other specified certain joint disorders, not elsewhere classified"
9246,FA37.Z,LA-1.3,CAA1.4,P,"Certain joint disorders, not elsewhere classified, unspecified"
9247,FA38,ED-11.2,CAA1.4,K-29,Arthropathy in diseases classified elsewhere
9248,FA38.0,PC-10.11,RFB1.3,M-50,Diabetic arthropathy
9249,FA38.1,PE-4.2,CAA1.4,AC,Neuropathic arthropathy
9250,FA38.10,EJ-4.9,RFA1.3,M-10.8,Diabetic Charcot arthropathy
9251,FA38.1Y,PE-4.2,CAA1.4,AC,Other specified neuropathic arthropathy
9252,FA38.1Z,PE-4.2,CAA1.4,M-18.7,"Neuropathic arthropathy, unspecified"
9253,FA38.2,ED-8.1,WAB1.15,K-29,Arthropathy in hypersensitivity reactions classified elsewhere
9254,FA38.3,LD-1.10,CAA1.4,L-3,Haemophilic arthropathy
9255,FA38.Y,ED-11.2,CAA1.4,P-3,Arthropathy in other specified diseases classified elsewhere
9256,FA3Z,LA-1.3,CAA1.4,L-16.4,Unspecified joint disorders and deformities of limbs
9257,FA5Y,VD-5,CAA1.4,L-4,Other specified arthropathies
9258,FA5Z,AAE-11,CAA1.4,K-29,"Arthropathies, unspecified"
9259,,K-2.1.5,SBC2.1,A-38.1,Conditions associated with the spine
9260,,AAE-14,SBC2.6,L-15.30,Structural disorders of spine
9261,FA70,AAE-14,SBC2.5,A-32.7,Spinal deformities
9262,FA70.0,MC-3,SAC1.15,A-27.2,Kyphosis
9263,FA70.1,PB-7,SBC2.1,L-10,Scoliosis
9264,FA70.2,SK-2,SAC1.15,M-11.4,Lordosis
9265,FA70.Z,AAE-14,SBC2.5,L-10,"Spinal deformities, unspecified"
9266,FA71,AAC-32,SBA6.2,J-58,Torticollis
9267,FA72,LA-2.5,SBC2.5,L-12,Disorders of vertebra
9268,FA72.0,LA-2.5,WAB1.15,E-3.6,Ankylosing hyperostosis
9269,FA72.1,SR03 (MB-2),SBC2.5,L-10,Kissing spine
9270,FA72.2,LA-2.7,SBA5.1,L-15.30,Traumatic spondylopathy
9271,FA72.3,LA-5,SBC2.5,L-15.30,Fatigue fracture of vertebra
9272,FA72.4,LA-5,SBC2.4,L-12,"Collapsed vertebra, not elsewhere classified"
9273,FA72.Y,LA-2.5,FBD1.5,P,Other specified disorders of vertebra
9274,FA72.Z,LA-1.3,SBC2.5,L-12,"Disorders of vertebra, unspecified"
9275,FA7Y,AAE-14,SBC2.6,L-15.30,Other specified structural disorders of spine
9276,FA7Z,K-2.1.5,SBC2.3,L-15.30,"Structural disorders of spine, unspecified"
9277,,AAE-14,SBC2.5,L-15.30,Degenerative condition of spine
9278,FA80,LA-1.3,SBC2.5,L-12,Intervertebral disc degeneration
9279,FA80.0,EC-6.1,SBC1.1,L-12,Intervertebral disc degeneration of cervical spine without prolapsed disc
9280,FA80.1,EC-6.1,SBC1.1,L-12,Intervertebral disc degeneration of cervical spine with prolapsed disc
9281,FA80.2,LA-5,SBC1.1,L-12,Intervertebral disc degeneration of cervical spine with bony spur at the vertebra
9282,FA80.3,EC-6.1,SBC1.1,L-12,Intervertebral disc degeneration of cervical spine with nervous system involvement
9283,FA80.4,LA-1.5,SBC2.1,A-38.1,Intervertebral disc degeneration of thoracic spine without prolapsed disc
9284,FA80.5,EC-6.1,SBC2.1,A-38.1,Intervertebral disc degeneration of thoracic spine with prolapsed disc
9285,FA80.6,LA-5,SBC2.1,L-12,Intervertebral disc degeneration of thoracic spine with bony spur at the vertebra
9286,FA80.7,LA-1.5,SBC2.1,A-38.1,Intervertebral disc degeneration of thoracic spine with nervous system involvement
9287,FA80.8,LA-1.5,SBC2.5,L-12,Intervertebral disc degeneration of lumbar spine without prolapsed disc
9288,FA80.9,LA-1.5,SBC2.5,L-12,Intervertebral disc degeneration of lumbar spine with prolapsed disc
9289,FA80.A,LA-1.5,SBC2.5,L-12,Intervertebral disc degeneration of lumbar spine with bony spur at the vertebra
9290,FA80.B,LA-1.5,SBC2.5,L-12,Intervertebral disc degeneration of lumbar spine with nervous system involvement
9291,FA80.Y,LA-1.3,SBC2.5,O-260,Other specified intervertebral disc degeneration
9292,FA80.Z,LA-1.3,SBC2.5,L-12,"Intervertebral disc degeneration, unspecified"
9293,FA81,SP12(AAE-16),SBA5.1,O-579,Spondylolysis
9294,FA81.0,SP12(AAE-16),CAA1.4,L-16,Spondylolysis with slippage
9295,FA81.1,SP12(AAE-16),CAA1.4,O-579,Spondylolysis without slippage
9296,FA81.Z,SP15(AAC-8),CAA1.4,L-17,"Spondylolysis, unspecified"
9297,FA82,SP20(AAC-19),SBC2.5,A-32.7,Spinal stenosis
9298,FA83,SP12(AAE-16),SBC2.5,A-38.1,Ossification of spinal ligaments
9299,FA84,SP15(AAC-8),SBA5.1,O-464,Spondylolisthesis
9300,FA84.0,LA-2.5,SBC2.6,L-12,Spondylolisthesis with pars defect
9301,FA84.1,LA-2.5,SBC2.6,O-464,Spondylolisthesis without pars defect
9302,FA84.Z,SP15(AAC-8),SBA5.1,L-17,"Spondylolisthesis, unspecified"
9303,FA85,PA-31,SBC1.1,L-12,Spinal endplate defects
9304,FA85.0,SR-4,Z5,A-32.7,Spinal epiphysiopathy with no determinant
9305,FA85.1,SR-4,Z5,L-8,Spinal epiphysiopathy with determinants
9306,FA85.10,SM1F (GC-5),SBB6.4,L-12,Localised central endplate defect
9307,FA85.11,PA-31,SBB6.4,L-12,Multiple anterior endplate defect
9308,FA85.12,PE-6.21,HBA1.19,J-54.4,Separation of ring apophysis
9309,FA85.1Y,SR-4,Z5,L-8,Other specified spinal epiphysiopathy with determinants
9310,FA85.1Z,SR-4,Z5,A-32.7,"Spinal epiphysiopathy with determinants, unspecified"
9311,FA85.Y,AAE-14,SBC2.6,L-12,Other specified spinal endplate defects
9312,FA85.Z,LA-5,SBC1.1,L-12,"Spinal endplate defects, unspecified"
9313,FA8Y,AAE-14,SBC2.6,L-15.30,Other specified degenerative condition of spine
9314,FA8Z,K-2.1.5,SBC2.5,L-12,"Degenerative condition of spine, unspecified"
9315,,LA-1.6,SBC2.1,F-90.7,Inflammation of spine
9316,FA90,LA-2.11,SBC1.1,L-12,Infection of vertebra
9317,FA90.0,LA-1.3,SBC2.5,L-12,Infection of vertebra with no determinant
9318,FA90.1,LA-1.3,SBC2.5,L-12,Infection of vertebra with determinants
9319,FA90.Y,LA-2.7,SAD1.5,L-12,Other specified infection of vertebra
9320,FA90.Z,LA-2.11,SBC1.1,L-12,"Infection of vertebra, unspecified"
9321,FA91,LA-1.3,SBC2.5,AC,Infection of intervertebral disc
9322,FA92,LA-1.2,CAA1.4,L-3,Inflammatory spondyloarthritis
9323,FA92.0,LA-1.5,CAA1.4,L-19,Axial spondyloarthritis
9324,FA92.00,AAE-5,Z5,A-32.7,Spinal enthesitis
9325,FA92.01,AAE-5,SBC3.2,E-47.2,"Sacroiliitis, not elsewhere classified"
9326,FA92.0Y,LA-1.5,CAA1.4,L-19,Other specified axial spondyloarthritis
9327,FA92.0Z,LA-1.5,CAA1.4,L-19,"Axial spondyloarthritis, unspecified"
9328,FA92.1,LA-1.5,CAA1.4,L-19,Peripheral spondyloarthritis
9329,FA92.Y,LA-1.2,CAA1.4,L-3,Other specified inflammatory spondyloarthritis
9330,FA92.Z,LA-1.2,CAA1.4,L-3,"Inflammatory spondyloarthritis, unspecified"
9331,FA9Y,SP11(EC-6),SBC2.5,F-90.7,Other specified inflammation of spine
9332,FA9Z,LA-1.6,SBC2.5,F-90.7,"Inflammation of spine, unspecified"
9333,,LA-2.7,SBA5.1,FD,Spondylopathies
9334,FB00,LA-1.5,SBC2.6,M-16.10,Ankylosis of spinal joint
9335,FB0Y,LA-1.5,CAA1.4,FD,Other specified spondylopathies
9336,FB0Z,LA-2.7,CAA1.4,FD,"Spondylopathies, unspecified"
9337,FB10,AAE-14,SBC2.5,L-12,Spinal instabilities
9338,FB1Y,K-2.1.5,SBC2.1,A-38.1,Other specified conditions associated with the spine
9339,FB1Z,K-2.1.5,SBC2.1,A-38.1,"Conditions associated with the spine, unspecified"
9340,,O-19.1,FAD1.13,P,Soft tissue disorders
9341,,PB-7,Z74,A-31,Disorders of muscles
9342,FB30,SM01 (ED-13),TMB1.2,K-9,Infectious myositis
9343,FB31,SR45(BC-2),SBA5.4,L-9,Calcification or ossification of muscle
9344,FB31.0,K-2.1.5,BJA1.1,I-52,Progressive osseous heteroplasia
9345,FB31.1,LA-2.7,SBA5.4,L-15.19,Fibrodysplasia ossificans progressiva
9346,FB31.Y,SR45(BC-2),SBA5.4,L-9,Other specified calcification or ossification of muscle
9347,FB31.Z,SR45(BC-2),SBA5.4,L-16.2,"Calcification or ossification of muscle, unspecified"
9348,FB32,AAC-9.1,WBC1.5,P,Certain specified disorders of muscle
9349,FB32.0,SR52 (EE-1),YB8,A-33,Diastasis of muscle
9350,FB32.1,SP20(AAC-19),SBB3.4,O-454,Spontaneous rupture of muscle
9351,FB32.2,PE-2.10,CAA1.4,E-46,Ischaemic infarction of muscle
9352,FB32.20,ED-16.6,Z$23,M-26,Idiopathic rhabdomyolysis
9353,FB32.2Y,SK21(AAC-30),CAA1.4,E-15,Other specified ischaemic infarction of muscle
9354,FB32.2Z,PE-2.10,CAA1.4,E-15,"Ischaemic infarction of muscle, unspecified"
9355,FB32.3,AC-3,SBA1.5.2,B-32.1,Immobility syndrome
9356,FB32.4,SP42(AAB-61),ZAC1.3,M-1,Contracture of muscle
9357,FB32.5,SP20(AAC-19),SBB3.2,M-46.13,Muscle strain or sprain
9358,FB32.Y,AAE-14,Z74,A-31,Other specified disorders of muscles
9359,FB33,AAC-9.1,Z74,P,Secondary disorders of muscle
9360,FB3Z,PB-7,WBC1.1,P,"Disorders of muscles, unspecified"
9361,,ED-9.6,CAA1.4,AC,Disorders of synovium or tendon
9362,FB40,SS-2.2,BBB1.2,C-98,Tenosynovitis
9363,FB40.0,PE-1.3.1.4,BBB1.2,D-29,Infectious tenosynovitis
9364,FB40.1,ED-13.3,YB1,A-32.1,Plantar fasciitis
9365,FB40.2,O-46.6,SBB4.1,D-11,Posterior tibial tendonitis
9366,FB40.3,ED-9.6,SBA4.4,F-92.13,Calcific tendinitis
9367,FB40.4,GGGGGQ,SBA2.1,J-62,Trigger finger
9368,FB40.5,ABC-7,BBB1.1,C-53.2,Radial styloid tenosynovitis
9369,FB40.Y,SS-2.2,BBB1.2,C-98,Other specified tenosynovitis
9370,FB40.Z,SS-2.2,BBB1.2,J-63,"Tenosynovitis, unspecified"
9371,FB41,LA-1.4,SAN1.2,O-454,Spontaneous rupture of synovium or tendon
9372,FB41.0,SM52 (ED-16),SBB3.4,O-454,Spontaneous rupture of popliteal cyst
9373,FB41.1,LA-1.4,SAN1.6,O-454,Spontaneous rupture of synovium
9374,FB41.2,ED-9.6,SBB3.4,O-454,Spontaneous rupture of tendon
9375,FB41.Y,LA-1.4,SAN1.1,L-16.4,Other specified spontaneous rupture of synovium or tendon
9376,FB41.Z,ED-9.6,SAN1.2,L-16.4,"Spontaneous rupture of synovium or tendon, unspecified"
9377,FB42,ED-9.6,CAA1.4,P,Certain specified disorders of synovium or tendon
9378,FB42.0,ED-9.6,SBB5.2,L-15.42,Acquired short Achilles tendon
9379,FB42.1,ED-9.6,SAN1.2,L-16,Contracture of tendon sheath
9380,FB42.2,SG-4.2,Z$22,M-10.6,Ganglion
9381,FB42.3,EI-2.7.6,WAB1.15,O-22.2,"Synovial hypertrophy, not elsewhere classified"
